x,y,z,group
-0.8887766956183797,0.7550548888608617,0.5271705876577879,1.0
-0.10470698759951519,0.15412572677823289,1.7421497949306977,1.0
-0.603683370906321,-0.46609044823772483,1.6921239591250101,1.0
1.089314877022451,0.4653668869192255,1.5292488457135083,1.0
0.2521807009633815,0.3590009382700489,1.5738345042581425,1.0
0.16117980907928414,0.29566978190519333,0.10006936958503887,1.0
0.41223011499003354,1.2448936970802962,0.6354188207141482,1.0
-0.16341540695375398,-0.6846785666444551,1.1430406872827772,1.0
-0.2607928643115866,-0.4123411386627683,1.8812755719983278,1.0
0.23110670194064184,-0.5277455485307102,1.0961924690469909,1.0
0.23546838414630858,0.7732912391586059,1.3796916542365913,1.0
-0.3213142601557316,0.9104270796005804,0.9978302839095959,1.0
1.2117150920822102,0.3836123086382811,0.9188919161581874,1.0
-0.4375117757627449,0.18436263105201683,1.0010913091553428,1.0
0.45360579490501524,-0.06879296286800285,1.1813068450436535,1.0
-0.23060711979976703,-1.3509296860240594,1.1095114572254061,1.0
-0.08944225397848926,0.5827922712869253,2.24596318552885,1.0
0.7323377618848991,0.26127327939433737,0.5263595735751,1.0
0.1573845461559163,0.5350216135728209,0.5090123717616942,1.0
0.7157859126633243,-0.31707419857293295,1.9911007092111195,1.0
-0.5252419781730535,-0.7332105514951117,1.9961601201557093,1.0
-0.46036708997096015,0.04449730298969913,0.047998375325751685,1.0
-0.33273077633784387,0.7168740707280784,1.067345255892965,1.0
-0.7187904680069939,-1.7467303468300872,2.354490997310714,1.0
-0.10311232760676903,0.8772658827751321,0.6905171044650427,1.0
-0.15611014848740584,0.04401417774247815,0.6178893696288522,1.0
0.8594628244443032,-0.26757104167996837,1.2673439359019936,1.0
0.21100387248483343,-0.6239701808563716,1.5002672734003801,1.0
-0.985074804427182,0.30030661023256033,0.49216157250773135,1.0
-0.41231986204736243,0.7460244389055273,0.6720092539828009,1.0
0.9819071526634622,0.5340106635136632,0.04572913374024024,2.0
-0.3339297303544211,-0.3493712629524778,-0.5942757314247825,2.0
0.5555300226802726,0.5081204059059761,-0.5232613155605063,2.0
0.5668877576297168,-0.8645006406345952,-0.8085068855943075,2.0
0.6511050388870416,-0.04603439334974485,-0.7685297005526734,2.0
1.4552756582876478,-0.4838545435952222,-0.13259272201628086,2.0
-0.5497210088394309,1.2552467659256956,-1.015718891004506,2.0
0.1807031686756952,-0.2379134952649376,0.2399262955983389,2.0
0.1870042905095305,1.1178630966564926,0.29114043116941674,2.0
0.3462329212682404,0.2546301023878797,0.9774130923358688,2.0
0.3267358657166367,-0.11799721509565386,-0.8379104073461456,2.0
1.274837816606667,-0.26470698027570166,0.07071866050359366,2.0
0.09385188746917045,0.07425747117357634,-1.1156665737890883,2.0
0.5121613195488437,0.9525105351546923,1.7878768482359881,2.0
0.6930351824527894,-0.32733974754158224,0.23501385461675334,2.0
1.5121302004698682,1.075642431860676,-0.5071502966760184,2.0
0.04037950919461408,-1.3316377450766188,-1.5021143360605784,2.0
0.6703472959793643,0.12572891087996782,0.7582566772409033,2.0
-0.1577205815217112,1.2972009226011394,0.7067505382041829,2.0
1.5724184579898706,1.1082765760067017,-0.2759002008176297,2.0
0.34149835139109885,-0.54338290600336,0.3297644197404534,2.0
-0.08612995976796012,-0.05706451701581153,0.7667867543506709,2.0
0.2211392936806736,-0.5579523098315387,-0.7518096489046404,2.0
0.7815491265949696,0.035658441671746116,-1.0584622392094265,2.0
0.34195617303768483,-0.9949616154149066,1.1902111339297268,2.0
0.6578894357267518,0.8031950899789744,-0.3588452484167732,2.0
1.5758615509030989,-0.35479046719722035,0.5990689730262287,2.0
0.006584298331174132,-0.1844336549156055,0.29128339241967055,2.0
0.7079820796194354,-0.7050096874021996,0.3461210503147091,2.0
0.15685621990290743,-0.28648032329495554,-1.1891125855884184,2.0
-0.5556843557954406,1.0539584959077946,-1.198232789000715,3.0
-0.34870919144853196,0.13681554967113918,-0.6933899018539931,3.0
-0.1305553768075365,1.659427025288458,-0.6487750692063275,3.0
-0.16197112714013073,0.8761472200725049,0.07677912606275616,3.0
0.17181410958951338,0.9786961791406756,0.10294315931543119,3.0
-0.5634045010491038,-0.18079706171865628,-0.012884089634372209,3.0
0.7844473855385279,0.25446618856450887,-1.229745942213202,3.0
-0.4410872943192097,-0.010595742858917956,0.7830120679572921,3.0
-0.8630755070575341,0.44188994833126083,0.30504944490243896,3.0
0.4184721311294858,1.6903075348779053,0.3571368245915384,3.0
0.23887809582296504,0.5774586143962168,-0.3811105078382839,3.0
0.3776894041684966,0.6336329879194862,0.5290574224949433,3.0
-0.6531896307355134,0.06993311622247267,-1.4845065613270307,3.0
-1.285512543696776,0.5435821379078634,1.247807998141751,3.0
-0.04895309592445163,0.5055918535553183,0.012364235453433126,3.0
0.5777898046911638,0.5811804483587906,-0.13908160690758808,3.0
0.21584699050658207,1.0231935656721454,-0.6690948582411769,3.0
-0.04783640385816121,1.3348952150363353,0.3275546647191643,3.0
-0.2805289128083591,0.7398938200476035,0.45961594313732507,3.0
-1.5442729186201103,0.6705724272985671,-0.515421668116524,3.0
0.9021480519529519,2.1845511525278454,-0.11457942386294229,3.0
0.36985536864650537,1.475369981566828,-0.48518834981961056,3.0
0.09430990277312568,0.6408724369023188,-0.49970050255430315,3.0
-0.11660671716047472,0.3160183206624083,-0.9937924534182095,3.0
0.9545223165718822,0.13351303896590305,0.30620754709438025,3.0
0.2986859655823614,1.588879404319982,-0.44472537838258486,3.0
0.6204470516800984,-0.10469550056069232,0.48813088657593534,3.0
-0.9873262513133589,-0.06791477366936027,0.28576221184744455,3.0
0.5445491311160695,0.41805545153524015,-0.7065613380874715,3.0
1.0973104859213958,0.6121892892413168,-0.8793588983634868,3.0
