id,label,location,num_followers,num_followings,num_tweets,is_verified
970154557,26_DaniPedrosa,Geneva,1037737,128,1516,True
231534898,JessicaBlevins,"Chicago, IL",590777,688,32706,True
30182732,F1Photographer,New Xiland,47167,246,16352,True
389438626,MATUIDIBlaise,,3030951,129,1571,True
697751230270021632,SkipUKRacing,England,594,892,1609,False
23505298,TheMasters,"Augusta, GA",1241276,10,2726,True
151398671,damsracing,Le Mans,23601,629,10769,True
455214827,zoealbon,,135,114,205,False
105297123,EASPORTSFIFA,Global,8529336,357,270621,True
1646645065,IngridAlvesxo,Cole World,495,422,33788,False
998117186,DorBoccolacci,,5178,270,1164,False
22685200,kingsthings,"Los Angeles, California",2384579,896,16524,True
2769425966,PASCALHOUBRON,,1858,821,8755,False
102323621,astonmartin,"Gaydon, UK",1399197,834,14613,True
1206047737,Lewis4TheWin,,343,96,450,False
243767283,SeedorfOfficial,,171811,0,160,False
20624564,andypriaulx,"Guernsey, Channel Islands",39342,1482,8478,True
1039791163,NBK,De_Cache,284334,816,23130,True
59247894,CindyCrawford,Los Angeles,1435352,367,5185,True
165060468,Laporte,,435186,580,1845,True
432507102,fia,,694690,788,14440,True
1903382054,England,"St. George's Park, England",4989581,364,43207,True
154221292,Casey,nyc,2092497,2837,29889,True
104191416,motul,,20448,679,7955,True
102161627,Werthead,"Colchester, Essex, UK",4182,1088,41876,False
2447234502,ayrtonsenna,,299799,140,3783,True
11661572,blackknife,Rhode Island,872,2081,6806,False
1446563042,roscoelovescoco,With Lewis,1953,1,1499,False
3387091960,P1_Coach,"Madrid, Spain",717,230,91,False
989993370058657793,RickettJonny,"London, England",1055,144,118,False
1153530594,marc_hynes,"London, England",2836,430,481,False
456144541,KVDesign_helmet,Belgium,1078,991,834,False
211269846,Tiagosworld18,,25356,1396,12977,False
331328358,normanifenixs,Brasil,16694,8991,23480,False
3573866235,mvagustamotor,,8500,161,398,False
290097288,CallofDuty,,4376318,15,199250,True
913135650,WEMovement,,306303,2048,20915,True
45575696,GvanderGarde,All over the world,209163,519,6665,True
3811833492,Kimoa,,12085,173,2571,True
1186304538,callmehername,Switzerland,472,82,15389,False
333301660,Liberbank,,6363,2,8240,True
83852999,simonpagenaud,"Charlotte, NC",84556,4405,7651,True
487468351,marc_gene,Barcelona,156155,23,2710,True
2539953192,SFormula_times,日本/Japan,10081,331,31116,False
843482970,ginjaspeed,,48,103,95,False
2339429359,CSGOALEX,"Cambridge, England",38467,544,5600,True
442190990,BurguenoAngel,Madrid,1272,174,307,False
91847628,lookcycle,"Nevers, France",21124,294,6100,False
2873763009,ZBrownCEO,,201735,999,2792,True
710741541640228864,TheInnerNinjaFo,Australia,565,182,1701,False
40851965,StellaMcCartney,,977988,579,12870,True
134256935,WilHahn_,"Belpre,Ks raised ",69543,975,11786,False
330552692,BenMaher1,,44409,241,3511,True
83784709,cestrosi,"Nice, France",185226,1547,31235,True
13298072,Tesla,,10856790,78,7703,True
2409889953,lisadunlop87,Jersey,3180,361,6092,False
589784512,_adityaaa__,"Lucknow, India",1101,1187,22152,False
316339748,SamGiuffre,"Perth, Australia",93,83,239,False
281635993,johnnyherbertf1,,156844,237,2631,True
14604870,Clayster,"Dallas, TX",735727,3698,65303,True
230845588,Persie_Official,"Rotterdam, The Netherlands",9366845,195,1002,True
3020236078,RaceMatas,,3401,109,146,False
219422455,AlexPalou,Living the 🇺🇸 dream,22065,77,2265,True
467640813,ben_michell,"Bromsgrove, England",1304,1528,18446,False
1640169925,IkerCasillas,"Madrid, Comunidad de Madrid",9420844,1351,5078,True
297853381,scorpioruben,"Los Angeles, CA",3985,813,1597,False
293032059,omidal7594,"Madrid, España",138,178,680,False
219336956,Stef_LH44,,743,539,16639,False
462346627,HillF1,,156932,964,13107,True
507672047,alo_oficial,instagram: fernandoalo_oficial,2857858,133,8465,True
288333760,MariaSharapova,,8500747,80,4030,True
303328764,RyanTveter,New York,1631,376,1265,False
49346330,Ameen42,Singapore,560,155,3422,False
322593965,nikita_mazepin,"Moscow, Russia",33821,73,31,False
783214,Twitter,everywhere,59538157,0,14722,True
45167544,antwestmusic,London,8590,462,5639,False
63262033,PlayseatGlobal,Worldwide,24227,648,2142,False
2362916395,WeAreInvictus,London,84194,1857,4468,True
525208028,MassaFelipe19,,1217458,475,3400,True
2217553644,TGFBarbados,,1606,128,167,False
2298877521,SJ_Mc_Fadden,Meath Ireland,247,924,324,False
429012364,Tommey,,193935,9034,41566,True
1272849250523717638,TeamX44,,28516,5,243,True
116504344,albertllovera,Andorra,33599,1007,14251,False
307869534,FormulaScout,,4961,674,14311,False
38164846,PSG_inside,"Parc des Princes, Paris",10086848,145,67595,True
1005827778,fabfazio,,786598,180,6604,True
596318234,chloe_albon,,144,111,293,False
31209800,LucasdiGrassi,Monaco,193190,2413,12298,True
1474582112,G2Sebi,,3921,622,2694,True
2731624336,HAM44Rtime,,145,304,182,False
16279774,thedirtyswift,,7686,1580,10551,True
104840893,MisterPigz,,1754,843,146888,False
3049933093,Racelineimages,Leicester,3257,1245,11919,False
44571430,IWC,Schaffhausen,187929,94,7608,True
342239570,adrianotaegui,Global,4608,148,788,False
1311627152,Steph_Rotenberg,,39707,203,1932,True
4874420380,CircuitoMuseoFA,"La Morgal, Asturias",20956,32,3848,False
2984667909,Actrollvision,UK,6125,621,14677,False
1006611474,ColtonHerta,"Belleair Beach, FL",21535,582,2059,True
40908929,Usher,,12005806,564,6153,True
97305237,ausgrandprix,Melbourne,90531,2755,15147,True
47300556,FSR_esports,Internet,2859,192,2395,False
191077155,DrivexTeam,España (Madrid),2374,384,2121,False
404533704,dayhsantt,,1517,1007,8243,False
2863610128,Petru_Florescu,United Kingdom,726,420,374,False
336566117,FergusM_SportPC,UK,711,3129,743,False
4845117383,SFCMaranello,"Maranello, Emilia Romagna",405,131,69,False
47395667,TimCoronel,Nederland,992527,34931,17983,True
51165711,MyBoyEnzo,"Yorkshire, England ",2519,2383,16869,False
1331348946996895747,Rflectionart,,797,117,137,False
332320612,cladomenech,,244,175,1637,False
2542095098,Infinity_ISM,,2268,1239,3024,False
326653857,CodJordan23,Pas loin,304765,173,30247,True
1108050829393707008,TomBrady,,2081292,120,381,True
185372900,elebowe89,London,455,666,29,False
162966403,redbullMEX,México  ,222129,1147,21197,True
435802919,GeriHalliwell,I love music,429200,707,4275,True
49608424,thekooksmusic,"London, England",286129,203,5355,True
118921833,ConorDaly22,"Indianapolis, IN",83602,500,21234,True
326040222,NatalieMayyx,,2016,339,11746,False
4572128140,pap_sc,,1107,534,2219,False
266778237,gooey89,,388,234,44427,False
246529246,Julien_FEBREAU,,119392,2655,14543,True
17919972,taylorswift13,,88709832,0,686,True
2882426554,HitechGP,"Silverstone, England",7360,192,3664,False
495173305,kfoweni,,102,16,87,False
332131586,BibianaScherzy,Slovakia,1152,635,13053,False
90558751,RodneyJerkins,Worldwide,183464,1094,10524,False
321388777,Gotaga,contact@gotaga.tv,1536976,925,39619,True
599325500,LeslyBoitrelle,"Paris, Toulon",15207,816,2932,True
6446742,ufc,Worldwide,8769524,648,115407,True
119260859,seza_chan,日本 大阪府,455,1731,79193,False
45843783,BSenna,Monaco,690603,216,3259,True
226087776,redbullracing,Worldwide,3258482,12608,28649,True
2817048199,SMPF4,North European Zone and the Netherlands!,2102,490,3398,False
204919415,ErikaNLuv,Los Angeles,5909,1446,13778,False
236882792,SamVillage,,976,72,3504,False
41894625,bcorreia07,Cwmbran,427,788,3522,False
250693424,AmyTeamLH,Northrepps,1163,1129,38986,False
90155699,TataCalde,behind the wheel ,69135,635,4774,False
429299551,MarianoDeFaveri,,104,26,86,False
49835387,FelipeNasr,"Brasília, Brazil",86191,487,4142,True
1573051255,alexmarquez73,Cervera,308566,231,3109,True
486774077,FreeMUK,United Kingdom,5765,461,3047,False
264348057,dariofranchitti,,175589,1012,9006,True
1252491787,ScufFrance,France,195088,705,45481,True
737641068238409728,Benefizkick,"Frankfurt, Deutschland",265,57,174,False
52739713,AndyMeyrick,"Inglaterra, Reino Unido",11611,868,7333,True
3414378138,BakuCityCircuit,,38630,1028,2318,True
587679454,AndreaRGee,Montreal,150,157,886,False
222425321,ivanranafuentes,,31466,698,6709,False
57280159,PrincesTrust,"London, England",153450,4100,28418,True
18381291,thecaperace,Manchester,6789,8,9,True
2475484801,ItsKoil,,39252,386,1040,False
128532255,koudai1120,,20170,249,5975,False
87698914,DVAG,"Frankfurt am Main, Hessen, Deu",3005,175,1024,False
888580203907338240,yqcb_hierophant,Maranhão,2098,1808,67590,False
1121441719,OlliPahkala,"Rovaniemi, Finlandia",2259,604,1492,False
22155975,spg,Global,122558,25642,27563,False
754613281,SinghaniaGautam,Mumbai,2299891,53,6404,True
2607843552,TeamLHForever,UK,415,333,168,False
515788201,blanca_sainz,,209,98,34,False
2833479421,Almxnd_,Minnesota,16582,598,1115,False
1301456779,lorealmenexpert,London,17829,709,4684,True
431506415,grahamcarroll33,Edinburgh Scotland,2159,519,1315,True
16681420,ChrisMedlandF1,London/a racetrack,64084,994,34877,True
19329393,PerezHilton,"Los Angeles, CA",5547426,559,344267,True
1322807450,EG00,,20754,340,19662,True
102620524,AUTOSPORT_web,東京都,149085,27306,103003,True
2359690465,markwootts,,208,231,298,False
951367680,pwal58786,,12,212,0,False
18220175,Diddy,OFF THE GRID,15461459,1742,419,True
54620528,HondaRacing_HPD,"Santa Clarita, CA",51418,545,9413,True
68367000,pumamotorsport,Race Track.,35156,1414,6442,True
278951300,elinda_krasniqi,,3990,233,333,False
88442109,BRITs,"London, UK",743121,1054,18182,True
22622572,NataliePinkham,London,229754,1096,12504,True
1638020947,Dimitri_Lenoble,Fismes,67,154,753,False
420978767,lizziedeignan,,125668,482,2733,True
19509652,MaccaNow,Singapore,110843,323,12245,True
1098076669,alicefra111,"Wimereux, Nord-Pas-de-Calais",1204,138,1725,False
602758870,TonyYoka,,78925,139,5242,True
2529723078,LennyTeamLH,,261,436,49,False
703581570,FIAFormulaE,Worldwide,264180,680,23239,True
89019457,MzCupraK1,,1092,1964,3996,False
30969644,Hinchtown,Hinchtown,155592,737,19143,True
2318220141,LatellaAnne,Nice,1794,924,237989,False
302736020,Thibault_Larue,"Paris, France",5677,350,10333,False
1676236441,CruickieRX8,,30,217,4,False
209580428,Autodromo_Monza,"Monza, Lombardia",37646,595,7570,False
784295671,airlavillenie,Clermont- Ferrand Auvergne,319310,311,6301,True
397390720,rigondavide,,12107,281,3292,False
847123669,MumfordAndSons,UK,637471,38,1795,True
33900164,BritishGQ,"London, England",333607,2677,130556,True
832044229752819712,mugen1973,,5862,140,1277,False
2807818184,CHMotorsportArt,Kent,89,425,284,False
119691332,rorybremner,,104715,892,20705,True
110755259,matias_prats,Madrid,36877,360,2801,False
224201809,RenaultSport,"Les Ulis, France",129042,75,11234,True
346751152,Scherzyxlove,,101,15,130,False
2236860467,amandinehenry6,,111579,548,1819,True
539297117,AndreaPizzitola,La Grande Motte,133,67,2,False
76698807,JferreiraBeIN,Paris ,21627,2445,8371,True
2995651864,liviciousx,northampton ♡,3327,219,30082,False
629580492,ldelhostal,Paris,39438,931,5025,True
169248299,UnitedAutosport,"Wakefield, United Kingdom",19418,454,15043,False
562062030,nico_prost,,24092,474,2255,True
448726686,b_tenbrinke,Nederland,11563,817,3523,False
2367911,MTV,NYC,16859781,30420,302833,True
31448115,Tengolf,España,11619,759,74256,False
2201168993,GrantHarvey10,race track,1755,1408,17032,False
421399920,EmmaKouma,somewhere dans les nuages,920,140,20362,False
1116653126,BoosteeOfficiel,France,14527,229,644,True
3186029572,Pasc_Martin,,2942,233,973,False
822237658630025217,georgiabeith,LDN,128,446,2934,False
326698989,canalplus,,3249024,1053,74942,True
22060294,tomdelonge,,720542,237,5016,True
257941201,SunnyDe_Tweets,Canada - 519,210,214,1712,False
394638650,LH44pics,,2038,40,3608,False
343017633,LuluLuvely,"Texas, USA",280037,446,10795,True
52161014,ludo_deroin,"Paris, France",5537,622,3937,False
34743251,SpaceX,"Hawthorne, CA",17830658,100,5386,True
266100407,Rickyagostini,Padova,1290,273,1267,False
17336417,jackwhitehall,,6110964,1240,10574,True
2471739785,EliudKipchoge,"Eldoret, Kenya",436095,5510,1243,True
55457727,BubbaWallace,,458123,233,13375,True
35944242,cityandcolour,Canada,237038,239,4936,True
336079225,TGR_Arg,Argentina,14064,83,6578,True
517657650,GCTigerTracker,Worldwide,433784,82,46921,True
205415788,swish41,Dallas,3474320,588,1694,True
116757352,AussieGrit,,1365283,234,5407,True
60706671,tom_blomqvist,England,7982,441,2716,True
124447210,AlexanderSims,"Stratford-Upon-Avon, England",8816,434,8255,True
2411197734,DTM,,78576,354,10188,True
4689112034,JoshIrfan,"London, England",577,356,182,False
111591911,RenaultSpSeries,"Viry-Châtillon, France",38427,314,29488,True
455801373,MilesMurphy57,"Coventry, England",369,229,4329,False
224002832,Rennatdesign,Scotland,857,280,687,False
413383203,TambayRacing,"London, England",9610,918,2116,True
406451141,DavideFore,"Castenedolo, Lombardia",783,165,69,False
997047355084963840,McLarenShadow,,12212,368,1312,False
171682388,bellahadid,,1449324,133,268,True
102119096,RedBullFrance,France ,232030,765,23313,True
388755726,BdaKevin,Bermuda,1060,1886,2630,False
80811447,AisyaZainal,Malaysia,2883,708,60394,False
589339566,WonderWorldMK,"Milton Keynes, MK9 3XS",3427,3515,16168,False
402629721,Ericsson_Marcus,"Kumla, Sweden",212707,234,3428,True
25862956,AlbertoGomezB,madrid,5422,1074,8080,False
12044602,Schwarzenegger,"Los Angeles, California",4947791,428,7391,True
1728150757,F1_Images,,40318,1864,10525,False
327079059,tweetingshak,Ontario  Canada,361,173,4561,False
15846407,TheEllenShow,California,77959027,26593,23063,True
3394094229,DaruvalaJehan,,13817,144,645,True
287591107,_aarava,"London, UK",78735,900,48755,False
110918338,NickCassidy_,Travelling,15902,460,5728,True
226813577,PeteLau,,370196,348,1880,True
456041269,mara_sangiorgio,Milano,37606,864,5465,False
214010563,nico_mueller,Blumenstein,14310,752,5406,True
2633624624,thenoelmiller,,853863,673,8799,True
1227242064,teamhamilton01,around the UK :),162,118,75,False
446575489,CollardRob,Eversley,20916,276,7094,False
23083404,KingJames,Amongst La Familia!,50124501,182,7980,True
1581230341,FabioQ20,,213895,14,2231,True
416264360,KarolBasz,Poland Cracow ,945,206,1004,False
2416209834,EdwardsFriend,UK,3427,3048,4702,False
117778179,Tip,"Atlanta, GA",9139506,721,19878,True
100220864,BrunoMars,,43129385,93,4831,True
617438032,Lloydster77m,"Birmingham, England",1732,1678,8698,False
430069366,GabokaLH,,278,320,696,False
46345843,JohnBishop100,,3486905,530,11000,True
19923144,NBA,,34359360,1875,284253,True
63145571,tiff_tv,England,141729,161,26229,False
19981306,FansMotorsport,"London, England",33809,5118,61533,False
1093333477,HollingsCharlie,England ,1168,609,1919,False
39956893,adtr,"Ocala, FL",897173,35,3940,True
69534677,CanalFootClub,Paris,1429431,577,33243,True
167024999,BigYimmy,Spain ,1806,2054,13380,False
272570677,scump,"Frisco, TX",2221697,2019,54033,True
503569030,22_Liam44,Reino Unido,1287,1329,16489,False
15095537,marca,,5681390,1672,461742,True
339818054,marc_coma,,86575,19,480,False
449161756,jeremyiglesias,france,220,30,4,False
809692112916803585,VictorMartinsFR,"Varennes-Jarcy, France",4860,458,737,False
28349128,GolfChannel,Worldwide,943038,834,116691,True
198560066,ReggieMillerTNT,,827285,301,6890,True
1469175054,mdm_designs,"Coventry, England",3184,404,3314,False
8161232,richardbranson,,12613902,938,25857,True
21893593,helencrossley,Surrey,30096,1264,10565,False
156761314,matteovigano,italia,280,122,949,False
193756399,CapitalLondon,London,121334,852,30780,True
1708443876,summit1g,"Colorado Springs, CO",1086610,1625,17004,True
117724703,ThePiranhaClub,Paris,1155,1176,3390,True
23114836,UnderArmour,"Baltimore, MD",945974,879,26587,True
2562969595,nadeaevers,,21,42,568,False
1222060448,lamacope,"Madrid, Comunidad de Madrid",523935,1949,58167,True
1053294634598842368,FIAFormula3,,115397,84,4437,True
121078420,MishalKamish,Cape Town,493,455,8192,False
130467621,JesusCalleja,León,704127,226,15972,True
21802377,Lemar,,68076,1058,13570,True
1256177719165038594,Quadrant,United Kingdom,61461,35,1783,True
20780732,LucindaBrown,"Surrey, UK",4802,922,146,False
22412376,deadmau5,,3451388,633,43461,True
4612292957,amypayno,InMyDreams,91,185,611,False
2674450344,Prost_official,,87395,162,389,True
18936161,lequipe,France,5532900,1592,257545,True
379359269,VioletCx,Essex // Bristol ,898,905,28404,False
618406175,lh_team44,,1769,1658,8628,False
8809462,KissFMUK,UK,580092,1740,118444,True
789491862700748800,seanbulldesign,,25451,3397,5369,False
1029821240846868480,rokit,Worldwide,12780,159,1031,False
364399058,LucasHernandez,Munich / Cabriès-Marseille ,356845,168,3703,True
131275346,EricBellinger,"Los Angeles, CA",76670,1943,55374,True
116281535,jordan10taylor,"Orlando, Florida",62256,313,6687,False
46809666,RedBates,The Bates Motel! ;),1653,893,68885,False
256706093,beccaboo1D,,1615,1163,19167,False
49745621,aesquinca,aesquincamanagement@gmail.com,1128019,930,23351,True
971035099499294722,F1Media,,70367,338,684,True
26113869,f1_hamilton,Around the world,29124,6,11638,False
63253045,MonsterEnergy,Worldwide,3024295,960,19916,True
65594904,mariomola,,41258,271,1053,True
492976223,PL_Loubet,"Porto-Vecchio, Francia",2626,86,491,False
185025162,ErnestRiveras,De Barcelona por el Mundo,73886,797,27647,True
70656063,ColinTurkington,Buckinghamshire ,33361,677,5257,True
24871896,McLarenF1,"Woking, UK",2632766,29578,42085,True
14230524,ladygaga,,83700366,119180,9529,True
835938734,ADD_Management,,2176,563,4298,False
1174486086,redbullmotors,All over the planet,75020,491,8503,True
705315404089069568,GerardNeveu09,France,3860,168,505,False
70519385,followgustavo,everywhere,4505,390,5370,True
64725596,Italiaracing,"Bologna, Italy",6089,464,45455,False
20765987,IamDarrenCox,I'm everywhere + nowhere baby,6171,2294,18179,False
109198736,jamespabla,London,572,301,2005,False
806108894560919552,EnzoBonito17,Italia,2024,18,129,False
47919645,786soul,earth ,65,90,1385,False
157844791,Tomoki_Nojiri,茨城,17645,203,16240,True
514592974,helenstone11,Dublin ,705,667,5507,False
20010173,Palomafaith,London,554725,1062,12848,True
478958969,ArtSaSch,,4389,2559,107894,False
896208993869103104,ssithin23804556,,10,0,3,False
27660239,TeamGB,London,928838,1400,45225,True
606528011,F1Gregory,,579,84,1045,False
99972077,kblock43,Utah,475823,91,5359,True
403648134,stevehows44,Gods Country ...,860,1054,10311,False
1115606832330895360,LarkhallCircuit,,140,38,53,False
2769471202,F1Tricky,The Racing Line,1470,408,22166,False
121034444,PET_Motorsports,Kuala Lumpur,279016,346,12918,False
567167802,BasicallyIDoWrk,Marcel@BasicallyIDoWrk.com,1790865,441,31616,True
497723386,greggyrun,Belgique,3792,235,29519,False
333581964,realequipe,,992,989,2519,False
314800268,SamBrabs,Banbury,1787,553,13804,False
34343928,Boi1da,"Toronto, Ontario",205248,1987,16242,True
478419428,KINGSHEIS,WORLDWIDE,52999,23,3319,False
57594845,Squeak020,,479,1275,4269,False
20335914,GR7EN1E,"Stoke-on-Trent, England",1185,3429,59208,False
89674958,autohebdo,"Paris, France",18846,1577,72454,False
301426313,audisport,Ingolstadt,266808,1004,41137,True
335196969,Media_Racing,España,8590,335,26994,False
419811652,burdettMsport,Lincolnshire,367,208,527,False
461922813,Ibra_official,,7623294,9,744,True
138372303,FIFAWorldCup,,8239978,571,25696,True
120157552,kiko,,5894,479,6582,False
518557386,AlenaShishkova,"Moscow, Russia",371425,0,3269,False
796865185,UriahHallMMA,JAMAICA QUEENS NEW YORK ,83737,30,3837,True
339505064,_brittneyraines,"dallas, tx",10303,820,22287,False
256740776,_markgallagher,🇦🇺🇬🇧,21457,2733,7142,True
149726145,RickRoss,Mmmmaybach music.,4657003,176,61402,True
230240220,Lili_Varga,"Hungary, Budapest",518,197,6097,False
542838911,BourdaisOnTrack,"St Petersburg, FL",50621,200,4062,True
134402553,Jannthaman,Mars 🟠,16248,581,9889,False
2490105636,lewishroyals,lewis hamilton & rafael nadal,1591,1519,160333,False
49573859,iamwill,,12128560,1441,8679,True
2941938052,G2Frede,Danmark,7275,362,1614,True
21474631,TobyMoody,🌍 ,72806,842,28770,False
561025888,Chiefboltkennyh,Worldwide ,3816,829,4085,False
249433344,Aussies_Abroad,Watching sport somewhere,8864,1058,15336,True
20659839,wyclef,,3790583,3861,33921,True
459394056,John_bonno,,464,80,7492,False
1044724247900426241,TeamL4NDO,,93046,13,3515,True
43533226,MrsMalik721,Hungary,668,427,5711,False
20600235,wbuxtonofficial,"Oxfordshire, UK",309325,1193,9810,True
211743260,ACHES,Dallas TX,295457,1520,75809,True
27476898,RyanHunterReay,"Fort Lauderdale, FL",106675,487,4587,True
142204955,TheDeanStoneman,"Southampton, England",4725,411,3259,False
504911569,JonRahmpga,A golf course somewhere ,188049,518,3538,True
120470332,vkhorounzhiy,,1183,866,3637,False
1978843657,DiRdesigns,,541,103,333,False
1622716321,SportmphMark,,32826,352,4921,False
20221159,jeremypiven,On the road ,2249817,483,5387,True
2811223651,Ricciardokart,"Lissone, Italy",3394,55,1109,False
1098828360,Anto_Fuoco,Maranello,11313,98,691,True
368276033,SkySportsF1,UK,1179114,163,58058,True
67613844,charlie_whiting,Race Control. Or at the Pub.,50875,1696,63945,False
