longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
0.24501992031872355,0.5047821466524973,0.7254901960784313,0.039731393396754335,0.05621778350515464,0.019815577790857367,0.06292008961911875,0.15201859284699526,0.024825737403081277,0.0011283126494274712,0.06734832127727888,1.0,0.0,0.0,0.0,0.0
0.24103585657370452,0.4792773645058448,0.25490196078431376,0.01711858371063743,0.01707474226804124,0.008492390481796015,0.020724421209858103,0.40837367760444687,0.034653085269761554,0.0016220749740838694,0.04399645921352082,1.0,0.0,0.0,0.0,0.0
0.7121513944223103,0.024442082890542505,0.588235294117647,0.04949890624205117,0.07554768041237113,0.02614983603800555,0.08588498879761017,0.16290809781934046,0.021982547125035265,0.0010732514910960322,0.07363328584459979,0.0,0.0,0.0,0.0,1.0
0.4721115537848597,0.4006376195536667,0.47058823529411764,0.046828101948415315,0.05943943298969072,0.04083634631015443,0.06553398058252428,0.0954469593522848,0.029136944106567815,0.002771250565324243,0.059064289428626425,0.0,1.0,0.0,0.0,0.0
0.573705179282868,0.1795961742826777,0.3137254901960784,0.167523019789388,0.24532860824742267,0.12489139269598362,0.2727781926811053,0.17481138191197365,0.02397646979846787,0.0018955910428189336,0.07004733610402711,1.0,0.0,0.0,0.0,0.0
0.3366533864541825,0.5441020191285864,0.45098039215686275,0.07437554051991656,0.09439432989690721,0.04050001401384568,0.10604929051530995,0.20962469483179547,0.028483835582160895,0.0014871899017916,0.058998093001541345,0.0,1.0,0.0,0.0,0.0
0.5826693227091635,0.1594048884165784,0.9999999999999999,0.05664648725644808,0.0507409793814433,0.02146921158104207,0.051344286781179985,0.5437166383911947,0.04923286845641897,0.001676965068665656,0.03783510842656147,1.0,0.0,0.0,0.0,0.0
0.7081673306772913,0.17109458023379398,0.49019607843137253,0.05176273083379966,0.046875,0.02614983603800555,0.06964152352501868,0.3793120094895243,0.03063129030144781,0.0014514990817737247,0.03841015738755309,0.0,1.0,0.0,0.0,0.0
0.6065737051792812,0.15409139213602607,0.9019607843137254,0.047285954113038604,0.07458118556701031,0.053616973569887046,0.08140403286034355,0.09132977476172745,0.02221612402778777,0.002963141772610598,0.07653044637303591,1.0,0.0,0.0,0.0,0.0
0.6045816733067717,0.15727948990435747,0.5490196078431372,0.012947041766291904,0.03656572164948454,0.07531040668180161,0.04014189693801344,0.0,0.008828306371070927,0.009418653843100028,0.14692719464858875,1.0,0.0,0.0,0.0,0.0
0.3027888446215137,0.5823591923485658,0.45098039215686275,0.10558579640840413,0.15286726804123713,0.07654362510160038,0.16374159820761763,0.15849436559495733,0.025563555489202645,0.0019458917992326435,0.06912101481673147,0.0,1.0,0.0,0.0,0.0
0.2719123505976082,0.7013815090329434,0.7843137254901961,0.05537467568805005,0.0897229381443299,0.033605201939516244,0.09410007468259897,0.08208852291692528,0.02261560490776876,0.0013545234255969208,0.07895948385212817,0.0,1.0,0.0,0.0,0.0
0.165338645418327,0.6344314558979809,0.3333333333333333,0.08541486493361143,0.08038015463917526,0.0403318478656913,0.09410007468259897,0.4265803230300272,0.039194766544066034,0.001736217165468885,0.040346492724788394,1.0,0.0,0.0,0.0,0.0
0.7260956175298805,0.17321997874601536,0.39215686274509803,0.06394668565905275,0.09342783505154639,0.011575436531292917,0.027819268110530246,0.15255651646184193,0.11051609219274895,0.0016598994822704235,0.06990727147900942,0.0,1.0,0.0,0.0,0.0
0.4870517928286855,0.4643995749202974,0.21568627450980393,0.07564735208831459,0.07941365979381443,0.03310070349505311,0.07972367438386857,0.23545882125763784,0.04131274103478388,0.0016638747835743483,0.04653724714742315,0.0,1.0,0.0,0.0,0.0
0.6364541832669328,0.13708820403825728,0.5686274509803921,0.0720354072340642,0.10422036082474227,0.04918859833515513,0.11034353995519046,0.19883863670845925,0.025965583537921548,0.0018285885524044546,0.06908909160668336,1.0,0.0,0.0,0.0,0.0
0.19322709163346552,0.5600425079702447,0.47058823529411764,0.02981126316324973,0.08746778350515463,0.016508310210487962,0.08196415235250187,0.21881767148039338,0.010944606759606823,0.0005231566658398912,0.15341016919364803,0.0,0.0,0.0,1.0,0.0
0.5308764940239037,0.2986184909670566,0.8039215686274509,0.03136287327669532,0.04010953608247423,0.02166540542055551,0.05041075429424944,0.10228134784347805,0.02432692831744259,0.0017387430799239204,0.059682898035212824,0.0,1.0,0.0,0.0,0.0
0.6603585657370523,0.16046758767268843,0.13725490196078433,0.04667548456020756,0.06556056701030928,0.034754337285237816,0.07318894697535475,0.2456173018303196,0.025161158284507094,0.001981678209479187,0.06673918614012142,0.0,1.0,0.0,0.0,0.0
0.6175298804780862,0.17640807651434676,0.8823529411764706,0.03812891082057282,0.041720360824742266,0.023935648420639593,0.049850634802091114,0.2758651604805451,0.031711914854576875,0.0020066663358019577,0.04917339617786896,0.0,1.0,0.0,0.0,0.0
0.6025896414342622,0.17534537725823585,0.25490196078431376,0.09179935900696952,0.14674613402061856,0.05384119510075955,0.1587005227781927,0.20747300037240868,0.022109338514168936,0.0012601453177725538,0.07769418104012807,1.0,0.0,0.0,0.0,0.0
0.22908366533864566,0.5069075451647187,0.47058823529411764,0.10441572976547794,0.08634020618556701,0.044339807730037276,0.10567587752053773,0.6020537647756583,0.04338186939533147,0.0016884886480843671,0.03383717996087543,1.0,0.0,0.0,0.0,0.0
0.367529880478088,0.31349628055260403,0.3137254901960784,0.11232639772091366,0.15190077319587628,0.06457580089128058,0.16486183719193429,0.1605908884015393,0.02746279509451542,0.001540647644175165,0.06369105939478543,1.0,0.0,0.0,0.0,0.0
0.7071713147410357,0.172157279489904,0.7058823529411764,0.04331790201963676,0.04445876288659794,0.0207685192970655,0.05078416728902166,0.22199004151666873,0.03627532493402539,0.001628000953696183,0.045297781497140074,0.0,1.0,0.0,0.0,0.0
0.713147410358566,0.2550478214665248,0.588235294117647,0.05158467721422393,0.07119845360824742,0.030662294346814653,0.06814787154592981,0.11395015241169089,0.031338554232628865,0.0018483158673649794,0.06534344189979034,0.0,1.0,0.0,0.0,0.0
0.7260956175298805,0.0510095642933055,0.45098039215686275,0.02095945464719947,0.030283505154639175,0.00773564281510132,0.036221060492905154,0.09777106522668653,0.022050637364753017,0.0005883933335214285,0.06917324175517414,1.0,0.0,0.0,0.0,0.0
0.6254980079681278,0.16684378320935167,0.7843137254901961,0.07282393040647098,0.09036726804123711,0.045516970767117915,0.09914115011202392,0.31542323554157875,0.03020560464491391,0.001899361997561127,0.05739541216066394,1.0,0.0,0.0,0.0,0.0
0.6085657370517925,0.15090329436769423,0.8431372549019608,0.03388106018212341,0.0586340206185567,0.049384792174668575,0.0720687079910381,0.08812981889904968,0.016465697921964173,0.00310360055742387,0.08525671246779529,1.0,0.0,0.0,0.0,0.0
0.6045816733067717,0.145589798087141,0.7843137254901961,0.01561784605992776,0.02110180412371134,0.0179096947784411,0.029873039581777446,0.1485979503730983,0.019155785297421783,0.0026320193870696318,0.06398367495253872,1.0,0.0,0.0,0.0,0.0
0.18824701195219085,0.5579171094580229,0.9999999999999999,0.05222058299842295,0.0666881443298969,0.027915580593626504,0.07468259895444362,0.22358312299140704,0.0283527054063428,0.0014427070228372409,0.05948723679541892,0.0,0.0,0.0,1.0,0.0
0.23107569721115517,0.5069075451647187,0.47058823529411764,0.054051991656916105,0.06572164948453608,0.03164326354438185,0.07337565347274086,0.3345402132384381,0.03029224772838173,0.0017491093949527467,0.05601231648550751,1.0,0.0,0.0,0.0,0.0
0.02490039840637337,0.842720510095643,0.9999999999999999,0.030269115327873023,0.03769329896907216,0.026962639087418368,0.04910380881254668,0.2092798720017655,0.024029017307296015,0.0023733336344124033,0.0577878110959591,1.0,0.0,0.0,0.0,0.0
0.3017928286852598,0.6556854410201911,0.25490196078431376,0.11670142951620287,0.12435567010309279,0.06925642534824407,0.14563106796116504,0.27755479234769176,0.033700034187243696,0.0019888086109723915,0.04739256027367918,0.0,1.0,0.0,0.0,0.0
0.28187250996015933,0.63336875664187,0.35294117647058826,0.12448491631479879,0.12934922680412372,0.07051767145940188,0.159260642270351,0.2999820692128385,0.03267938120750867,0.0018137910237906222,0.04588072108192269,0.0,1.0,0.0,0.0,0.0
0.5916334661354572,0.17747077577045722,0.6666666666666666,0.07183191738312052,0.08311855670103092,0.04411558619916477,0.09746079163554892,0.3344850415856333,0.030333636459302926,0.001864765643987788,0.05263932542759487,1.0,0.0,0.0,0.0,0.0
0.6673306772908365,0.09776833156216824,0.35294117647058826,0.17876583405402655,0.18315077319587628,0.07906611732391602,0.19902912621359223,0.3853326161018469,0.038753797554275674,0.0015707569796673333,0.04503092544610225,1.0,0.0,0.0,0.0,0.0
0.2848605577689245,0.6429330499468655,0.37254901960784315,0.011624357735157957,0.028672680412371136,0.013537374926427311,0.0351008215085885,0.036647770375581035,0.00927986783366311,0.0015013081059125953,0.1267840691599871,0.0,1.0,0.0,0.0,0.0
